train_loss,val_loss
0.4161384028773154,0.5447375313802199
0.1556717180196316,0.5760451392693953
0.10423977018123673,0.3772917687892914
0.0873524505164354,0.23855100707574325
0.08580201308453275,0.16438884084874933
0.07531106453989783,0.15206404368985782
0.07322969455872813,0.15384479476646942
0.077859953271165,0.12953523343259638
0.07450752564135098,0.14569494263692337
0.07483036735004955,0.1178459609774026
0.07176989571551882,0.1391549797897989
0.07517349648649894,0.11770418828183954
0.07390245011887484,0.11099132082679054
0.06772106220465034,0.13748870451341977
0.06678318492918005,0.12781499901955778
0.06794141615260273,0.10463628376072104
0.0658135337890276,0.09999502992088144
0.06821529033984389,0.11326215991919691
0.0675540290502531,0.10402247072620825
0.06516474090336312,0.09801871769807556
0.06436303374357522,0.1068134033544497
0.06424953185412433,0.09608522734858772
0.07118152566404352,0.09750329466028647
0.06474857152469697,0.088300325315107
0.06360505708313037,0.10721604339778423
0.06121666747475824,0.08555386283180931
0.05600687383013146,0.08242477205666629
0.05742668683054827,0.08432105335999619
0.053484300373031965,0.1016544293273579
0.05692993278705304,0.08231414092535322
0.05430259594633695,0.08210186457092111
